AT,V,AP,RH
25.94,60.75,1007.22,64.76
9.26,41.66,1016.87,73.32
20.34,46.63,1013.16,79.08
13.45,40.73,1018.7,93.88
24.19,65.48,1018.8,60.54
9.43,43.69,1017.28,91.8
11.71,41.44,1015.37,79.95
26.64,62.44,1011.81,72.46
24.54,48.06,1013.02,55.18
8.53,43.14,1012.25,78.88
28.66,74.93,1014.04,51.26
28.7,71.64,1007.11,69.85
7.51,41.01,1024.61,97.41
25.57,62.96,1019.92,58.34
31.74,67.32,1013.69,36.59
11.68,40.55,1006.48,96.16
7.06,41.74,1021.95,90.38
28.57,69.34,1007.98,65.55
28.14,61.47,1009.69,64.66
13.79,45.08,1025.02,84.36
14.68,43.99,1023.36,86.79
27.33,51.43,1006.18,67.6
10.63,40.67,1017.13,66.12
11.02,44.58,1016.4,83.57
17.18,63.09,1020.67,93.58
26.92,73.17,1011.42,76.94
21.69,44.57,1005.84,71.53
25.31,65.59,1011.16,79.71
12.69,40.75,1016.05,82.92
22.98,69.84,1005.55,84.1
16.09,50.59,1015.69,84.41
14.8,40.2,1012.87,88.35
31.23,72.58,1006.61,60.8
17.31,58.49,1011.8,92.77
20.06,44.9,1008.79,70.06
23.45,45.61,1012.84,73.42
15.62,35.4,1016.19,53.95
7.61,39.42,1024.93,74.77
27.99,71.58,1010.68,68.99
17.9,43.72,1008.64,74.73
31.98,73.42,1010.66,60.06
14.65,39.28,1014.04,77.98
14.93,43.02,1012.11,45.56
20.2,64.45,1009.03,61.77
16.66,41.16,1007.37,76.82
31.38,68.27,1006.79,52.79
18.73,46.48,1007.19,79.23
16.82,47.45,1010.19,88.48
18.87,67.71,1004.0,87.35
26.39,71.25,999.8,89.12
25.13,57.69,1007.43,78.43
29.72,74.78,1009.32,55.25
22.15,43.77,1010.81,60.08
7.89,71.14,1018.4,86.49
9.06,36.3,1015.14,58.71
28.5,64.84,1011.47,54.41
24.93,69.05,1001.02,85.14
26.08,76.86,1003.3,79.49
8.37,39.99,1010.36,93.26
31.0,71.77,1006.29,48.56
21.92,48.14,1013.44,67.8
32.44,77.95,1014.83,50.69
14.44,40.1,1015.51,79.78
26.01,58.41,1013.56,70.84
7.51,43.02,1014.35,86.46
10.96,45.01,1017.97,95.82
20.91,59.14,1017.25,74.7
22.75,58.86,1016.0,67.34
14.14,39.59,1010.84,96.02
3.68,39.64,1011.31,84.05
16.94,50.59,1018.75,94.22
17.85,53.16,1013.05,82.72
31.28,75.08,1005.39,49.53
23.7,70.04,1011.13,84.16
10.25,37.14,1013.14,70.73
20.39,64.15,1021.31,62.35
19.25,43.43,1012.01,73.26
5.51,41.03,1022.28,84.5
25.23,66.44,1011.37,51.3
30.29,71.58,1010.01,54.03
30.13,78.05,1010.99,61.5
17.65,59.87,1018.58,94.65
13.83,40.78,1024.85,73.08
23.89,70.04,1011.16,84.9
16.57,53.82,1015.17,63.69
22.97,72.24,1011.15,95.85
14.79,39.54,1007.25,82.54
18.31,42.23,1012.88,79.32
24.26,67.69,1008.48,66.74
14.69,35.71,1015.78,57.34
22.2,44.05,1007.34,75.13
21.8,65.94,1012.02,63.52
24.39,71.85,1009.73,72.24
20.43,63.09,1016.46,91.78
11.73,40.64,1020.68,96.98
23.78,69.71,1008.79,83.17
17.72,48.14,1013.26,65.09
31.24,72.39,999.47,68.17
23.58,49.3,1003.8,74.62
14.77,48.06,1010.92,69.81
25.85,75.08,1006.24,57.73
6.4,39.9,1007.75,86.55
13.51,40.89,1011.03,84.83
12.72,39.13,1008.36,92.59
22.61,45.38,1013.92,62.91
21.39,63.9,1013.44,70.95
17.54,42.42,1008.97,67.67
19.74,45.38,1015.11,80.67
29.12,74.87,1009.85,62.51
28.02,71.77,1006.5,72.41
31.16,64.96,1001.71,44.85
15.24,48.6,1007.08,86.49
19.69,57.32,1012.41,75.51
12.82,43.5,1022.38,84.32
15.57,44.68,1022.01,90.02
10.65,41.78,1013.66,70.04
6.45,35.77,1018.86,67.84
21.4,68.28,1008.2,60.34
23.82,60.32,1016.61,75.29
8.14,39.96,1023.41,88.86
9.03,37.14,1012.79,76.27
19.61,56.65,1020.64,63.74
28.24,65.74,1013.4,64.87
14.22,40.83,1009.2,81.32
10.44,39.04,1023.99,85.03
34.14,74.34,1000.19,43.56
26.13,71.64,1004.16,87.18
12.0,41.17,1019.48,58.71
31.18,74.34,1003.81,63.59
25.39,70.36,1006.76,73.62
33.37,71.37,1003.75,45.26
5.21,35.79,1012.44,94.35
21.31,50.78,1008.68,85.28
28.4,75.23,1011.12,55.01
13.43,40.1,1015.82,87.9
26.13,57.32,1012.27,45.78
30.47,77.3,1002.13,63.7
21.14,58.98,1009.05,94.36
24.92,73.68,1015.12,93.68
12.57,41.79,1014.99,87.8
18.31,46.21,1010.46,82.15
23.48,49.16,1002.7,70.22
19.05,53.16,1013.22,82.8
17.47,43.56,1014.15,54.71
26.13,73.21,1002.12,92.02
15.79,49.21,1015.08,75.8
6.8,41.16,1023.17,95.4
28.98,62.66,1009.1,52.62
14.12,39.4,1008.02,76.45
26.02,74.78,1010.04,72.78
19.97,50.78,1008.75,92.7
15.06,39.3,1019.63,63.32
6.58,43.02,1014.03,84.95
10.46,41.26,1020.65,92.24
19.65,45.01,1014.18,56.77
19.06,44.63,1004.23,84.43
26.02,70.79,1004.21,79.12
31.77,76.09,1007.4,73.36
23.69,77.54,1009.32,89.7
28.3,59.27,1010.92,61.83
23.62,56.85,1011.11,64.44
18.9,60.07,1016.02,71.38
28.86,73.18,1012.46,68.8
19.98,56.53,1020.22,73.53
24.13,48.98,1014.74,40.13
28.99,68.24,1008.75,66.57
29.58,76.2,1008.37,60.73
20.03,45.01,1012.73,56.89
15.48,47.83,1004.88,81.68
6.06,41.17,1019.67,84.7
16.73,45.0,1023.44,60.68
30.28,79.74,1006.96,70.21
22.1,65.06,1014.56,71.5
18.31,52.9,1015.99,66.14
10.05,41.17,1018.98,83.71
8.88,39.66,1015.21,88.29
13.79,45.08,1023.3,83.59
14.16,40.89,1010.78,82.86
15.74,71.14,1019.65,65.94
21.97,69.23,1012.25,86.45
19.65,63.91,1009.26,99.08
27.23,71.77,1006.59,77.94
31.05,62.7,1009.35,55.27
27.56,65.59,1010.88,66.47
13.3,37.9,997.41,91.51
27.01,71.25,1000.46,87.95
14.41,40.71,1016.78,69.77
22.78,49.16,1002.29,64.28
24.86,65.34,1012.99,60.33
12.49,38.25,1012.61,83.32
29.6,69.82,1010.49,61.66
12.0,41.5,1013.21,86.75
25.16,74.33,1014.55,76.7
29.58,66.51,1015.57,32.95
20.21,65.06,1016.46,73.36
23.24,63.78,1017.1,63.8
23.25,69.45,1013.85,70.14
29.25,71.94,1007.18,63.62
30.29,74.16,1008.77,75.23
27.61,59.54,1005.84,71.27
27.97,69.48,1010.4,57.24
24.82,57.19,1007.82,71.46
13.24,39.16,1016.52,86.66
14.97,58.2,1019.52,81.13
26.03,59.07,1007.3,82.52
29.99,74.9,1003.84,64.43
8.61,41.04,1024.81,95.6
9.0,43.13,1020.25,81.32
32.89,66.44,1009.94,60.55
24.31,44.05,1006.16,73.3
24.02,70.94,1008.0,79.55
22.92,61.9,1013.27,78.32
19.26,65.61,1015.03,85.74
24.88,63.31,1014.23,55.76
21.38,58.33,1013.05,72.75
29.29,72.58,1007.39,72.85
27.98,58.33,1013.92,54.25
27.56,66.93,1016.81,55.59
30.14,67.69,1006.54,57.05
28.94,62.26,1010.64,50.41
30.83,71.58,1009.92,48.8
25.82,69.68,1012.69,89.94
27.37,72.58,1008.16,79.94
6.42,35.57,1025.58,79.63
8.42,42.28,1008.4,87.78
12.33,38.91,1017.24,79.84
34.33,69.05,1000.89,37.9
15.68,39.16,1006.09,75.62
25.77,69.04,1009.66,65.49
21.67,61.45,1010.84,92.19
16.48,41.35,1005.61,89.07
26.44,69.34,1009.55,73.18
10.07,40.46,1018.65,69.2
9.78,41.93,1023.18,75.05
21.96,69.94,1011.09,80.27
26.81,71.29,1009.65,80.69
31.01,67.69,1005.06,46.16
24.11,68.63,1014.34,45.28
31.38,70.83,1010.35,47.28
7.92,39.54,1011.51,84.41
27.55,63.13,1012.92,71.29
12.43,40.27,1007.08,61.56
25.57,66.54,1005.22,83.48
24.14,63.21,1012.28,89.08
29.45,70.02,1010.28,65.93
32.31,62.04,1010.41,39.39
10.2,41.01,1021.39,96.64
28.33,68.14,1004.63,71.21
17.57,43.7,1015.53,67.22
15.99,43.5,1021.34,73.22
29.08,52.84,1006.14,40.09
14.38,45.09,1012.95,86.1
6.64,35.19,1019.83,76.01
25.27,69.89,1015.21,79.33
28.31,50.05,1005.75,50.17
28.01,51.43,1011.6,49.2
18.99,59.27,1012.15,89.39
11.51,41.06,1021.3,78.11
21.3,59.39,1013.83,84.53
23.51,57.32,1012.55,53.6
14.73,39.52,1017.01,74.21
28.76,60.23,1010.03,58.24
31.55,69.75,1010.12,58.36
23.97,64.05,1012.23,90.18
11.45,45.01,1018.88,92.12
25.54,48.41,1010.51,55.34
23.36,62.52,1016.18,68.18
20.94,44.89,1009.64,75.14
14.28,37.2,1013.96,82.71
16.89,49.21,1015.19,70.39
29.39,71.14,1010.97,53.88
20.82,63.77,1014.28,86.37
17.18,40.55,1000.47,72.03
23.07,50.05,1006.9,86.98
10.72,39.35,1015.35,86.43
10.41,41.01,1020.12,94.27
6.49,39.33,1010.85,91.85
25.08,61.02,1010.01,73.21
23.63,73.5,1011.46,89.39
18.93,59.39,1013.92,68.78
21.85,58.33,1013.03,66.39
9.48,40.8,1023.82,78.98
16.77,42.28,1007.53,73.19
25.91,58.98,1010.02,75.31
6.77,38.18,1017.8,81.13
27.45,64.34,1007.12,65.87
14.73,36.99,1007.32,90.84
14.1,41.04,1026.11,74.25
13.82,41.62,1011.48,77.66
28.28,56.9,1006.38,64.99
14.68,41.23,998.43,83.71
21.11,74.78,1009.71,84.35
16.29,50.88,1013.79,99.15
28.0,69.05,1000.82,65.24
31.07,70.32,1011.74,65.91
20.72,63.94,1017.17,59.83
29.1,73.4,1011.35,57.31
9.33,39.96,1024.55,98.58
18.99,62.1,1020.0,76.76
20.83,44.78,1008.51,35.9
23.99,68.12,1012.92,70.68
25.86,76.2,1005.73,69.35
16.27,44.21,1020.56,82.22
21.13,51.43,1007.43,88.72
30.72,71.58,1009.98,50.39
13.86,44.21,1022.6,83.56
33.11,77.54,1010.36,50.99
8.11,42.18,1014.82,93.09
25.32,63.77,1014.55,74.69
24.9,71.77,1006.24,85.25
8.75,36.3,1015.61,57.53
12.21,41.67,1012.88,85.19
25.16,58.82,1009.63,72.62
26.49,67.69,1004.61,78.13
15.5,44.92,1024.16,86.44
24.14,41.1,1002.1,38.49
26.71,77.95,1012.13,77.5
22.33,70.79,1006.02,93.35
23.36,56.89,1014.23,78.34
14.26,40.92,1022.07,73.96
30.61,69.13,1009.32,55.17
21.83,63.87,1018.93,63.07
25.42,75.6,1017.39,77.63
25.85,70.36,1005.59,78.23
27.78,68.67,1005.59,59.17
13.43,43.56,1013.02,66.36
22.39,59.04,1011.78,86.39
6.75,39.9,1008.3,87.42
14.9,52.05,1015.11,77.33
24.37,65.61,1014.5,65.67
19.66,59.87,1018.75,87.6
31.24,68.3,1015.89,42.84
15.74,43.71,1024.7,78.38
11.82,42.86,1014.12,88.28
11.57,44.63,1020.7,91.11
18.33,44.34,1019.55,51.69
17.2,40.55,1000.68,72.67
6.49,36.3,1016.52,69.1
23.99,45.87,1007.63,52.62
23.55,65.12,1016.23,66.65
23.41,74.99,1007.22,84.55
6.77,40.78,1024.86,96.58
19.45,38.52,1017.99,62.86
17.86,50.88,1015.59,88.28
31.54,77.24,1007.83,62.98
24.05,72.24,1011.32,88.94
20.46,66.05,1014.93,78.51
8.94,43.13,1014.82,76.66
22.18,59.8,1016.77,73.16
9.72,41.44,1015.17,84.41
25.19,63.94,1012.78,75.15
15.65,43.5,1021.39,78.58
11.83,38.25,1013.36,85.33
29.78,70.98,1007.82,77.59
16.3,41.16,1007.88,76.61
14.35,39.39,1012.92,82.41
11.06,41.5,1013.09,89.8
11.95,42.03,1017.58,90.89
5.84,40.62,1018.58,82.73
19.58,50.12,1009.82,100.1
5.11,39.4,1012.16,92.14
22.96,68.61,1011.15,76.62
33.59,79.05,1007.79,63.55
13.87,41.74,1021.42,64.02
12.5,43.67,1013.99,90.91
18.4,44.92,1024.88,64.89
14.38,40.1,1015.51,81.23
5.43,39.9,1007.5,86.27
19.66,58.79,1017.17,84.16
17.03,58.49,1011.91,92.16
11.53,41.14,1025.63,88.54
10.1,41.17,1019.18,84.87
22.61,60.27,1018.81,83.27
9.64,39.85,1012.9,83.82
32.95,75.08,1005.32,47.7
27.5,65.59,1011.23,65.37
13.72,41.62,1011.14,75.79
22.5,64.69,1007.03,74.92
26.12,49.02,1008.63,72.04
15.99,49.21,1015.17,76.4
28.26,63.13,1012.0,68.35
25.4,69.59,1008.58,82.22
22.24,64.27,1012.97,89.54
19.04,68.28,1004.52,86.16
26.15,64.27,1013.03,59.77
18.32,39.53,1008.15,64.85
22.65,68.67,1006.67,77.42
32.36,73.91,1003.88,59.84
27.11,66.49,1013.71,39.28
26.45,71.37,1008.0,77.06
12.78,44.6,1013.64,77.56
19.32,44.71,1015.3,28.81
12.15,71.14,1019.56,86.06
14.43,44.84,1024.34,84.0
30.34,71.25,1000.94,67.29
24.02,64.63,1020.49,55.17
18.68,46.0,1002.2,97.17
19.09,65.94,1012.53,81.06
26.45,75.6,1017.42,74.5
33.5,70.8,1008.99,57.24
18.5,41.85,1015.81,64.78
28.62,59.14,1016.36,53.1
12.88,44.0,1022.71,88.58
8.16,39.64,1011.21,85.56
26.2,72.24,1011.3,78.29
17.45,49.64,1026.4,66.67
24.55,57.5,1015.36,62.45
16.7,46.18,1011.2,96.84
18.89,67.71,1003.92,86.12
23.45,69.04,1010.5,80.77
20.67,57.5,1014.42,81.89
19.95,58.46,1017.45,89.46
7.28,39.81,1017.61,87.56
11.8,42.34,1020.25,93.54
22.45,59.87,1018.92,72.73
9.82,37.83,1005.29,100.07
27.29,67.32,1013.92,33.41
22.58,43.79,1015.66,44.18
11.78,39.96,1011.37,82.95
28.04,74.33,1013.53,48.65
13.35,40.27,1005.83,49.75
31.1,71.32,1008.09,45.87
14.16,44.58,1020.75,77.42
29.34,70.94,1007.82,62.43
31.12,68.14,1003.67,67.36
7.65,36.3,1016.5,65.51
13.97,53.82,1016.81,62.32
16.52,43.7,1015.08,58.36
18.03,53.16,1013.02,81.95
21.38,65.12,1015.73,68.02
19.54,54.9,1017.15,70.37
25.95,59.92,1010.05,76.05
20.54,61.27,1019.6,61.87
13.49,44.47,1030.46,69.49
16.79,49.25,1021.21,68.8
11.02,41.26,1020.69,92.13
14.02,42.86,1030.86,68.36
20.08,44.6,1014.91,36.27
7.79,42.03,1017.74,91.48
15.75,39.0,1015.91,69.58
11.87,44.6,1018.81,84.68
19.07,44.63,1020.23,44.93
29.71,71.85,1008.81,70.86
6.1,39.33,1010.4,95.34
16.02,71.14,1019.75,70.42
19.68,68.28,1002.62,71.57
18.77,49.21,1012.2,58.69
11.58,41.74,1020.41,74.09
16.96,52.9,1019.61,81.86
15.83,41.67,1013.39,74.12
26.55,69.45,1013.88,55.39
21.9,66.54,1004.76,89.99
14.26,42.32,1016.0,77.43
14.51,44.84,1023.23,82.33
5.64,40.62,1015.76,85.98
21.74,70.32,1011.88,85.95
30.52,70.4,1003.9,64.33
9.24,41.4,1018.34,84.91
11.54,40.77,1022.13,83.5
17.66,62.1,1019.49,86.3
18.8,39.72,1001.24,63.8
8.88,36.66,1026.61,76.16
13.93,40.2,1013.41,89.86
23.02,69.94,1007.94,64.66
13.32,43.22,1009.45,75.3
17.47,58.59,1014.03,97.13
26.3,67.07,1006.26,63.79
22.81,58.96,1013.5,55.66
7.24,39.04,1019.0,68.69
28.2,66.75,1018.35,60.18
6.79,38.5,1012.61,72.46
19.39,43.14,1012.75,44.21
22.87,71.29,1008.1,73.1
12.24,40.66,1017.4,96.22
23.59,47.43,1006.64,48.92
26.31,68.51,1013.26,68.66
15.56,41.1,1004.65,84.58
22.61,42.8,1014.24,69.71
10.41,36.71,1022.02,84.56
12.62,40.83,1010.06,81.52
28.81,64.96,1000.46,68.05
11.21,40.75,1016.45,86.14
14.66,41.76,1022.12,78.13
23.37,70.94,1008.01,81.28
19.33,58.96,1014.88,67.86
26.91,65.34,1014.19,50.7
31.9,73.42,1010.82,60.58
24.51,58.79,1016.11,61.7
15.07,39.3,1019.0,63.62
15.68,43.7,1015.09,58.96
22.32,48.41,1008.68,79.11
17.46,40.22,1006.7,91.96
32.51,73.56,1007.06,59.6
7.61,44.71,1019.41,70.48
29.09,75.33,1001.61,71.06
9.45,36.71,1024.24,83.28
10.8,41.66,1013.79,81.96
11.12,44.92,1025.58,93.52
22.79,44.57,1007.31,69.36
8.93,40.46,1019.03,71.0
15.67,48.78,1013.76,88.92
7.26,36.08,1021.47,83.15
22.02,69.45,1013.84,75.75
9.19,42.44,1014.38,94.24
26.48,51.43,1006.76,74.3
24.37,63.47,1012.77,75.22
30.97,74.22,1007.93,49.74
18.28,45.0,1022.47,43.03
24.83,62.4,1010.13,70.18
19.8,52.9,1017.75,66.67
26.31,52.09,1013.39,53.59
19.7,54.42,1011.83,89.86
25.53,59.57,1010.65,82.04
28.07,61.47,1008.68,64.83
25.34,64.27,1013.38,66.02
9.59,38.56,1017.52,61.89
27.28,47.93,1003.46,59.22
13.12,39.18,1023.11,64.33
25.11,67.32,1014.49,58.39
8.85,41.06,1020.99,86.05
22.4,68.31,1009.52,83.5
27.16,66.44,1011.2,73.37
30.78,69.14,1007.27,62.77
27.22,66.48,1004.59,52.66
25.61,60.32,1015.77,56.48
13.51,43.41,1015.94,75.22
21.77,42.23,1013.03,67.44
27.48,61.41,1012.2,45.06
16.0,43.34,1013.58,78.87
30.76,73.17,1009.89,50.43
21.3,41.1,1001.86,42.75
29.83,68.67,1005.33,71.15
31.63,65.74,1010.83,50.59
16.38,55.5,1019.8,82.44
23.69,73.67,1007.19,86.73
24.42,57.32,1011.46,55.92
14.19,43.71,1024.38,83.03
25.56,74.99,1005.41,85.75
19.93,57.25,1010.6,89.34
13.94,47.83,1004.83,81.2
27.91,63.76,1010.27,65.67
21.93,62.91,1013.45,74.62
33.82,77.17,1008.96,58.91
12.58,39.72,1017.85,57.74
12.18,40.1,1016.67,91.87
25.64,68.14,1005.48,56.11
28.55,65.27,1013.34,48.95
29.17,67.45,1014.1,46.85
8.63,43.79,1016.08,83.25
27.66,69.75,1009.71,84.27
24.7,58.46,1015.58,68.64
18.0,53.16,1013.02,82.47
13.24,54.3,1017.05,81.99
22.27,48.98,1014.47,49.33
29.03,67.79,1010.86,54.03
7.62,44.71,1020.56,69.96
28.18,49.3,1003.97,55.56
23.76,58.41,1013.85,85.38
20.26,50.32,1009.81,93.12
21.82,50.66,1013.74,73.6
30.24,67.32,1014.07,46.53
32.96,68.31,1010.39,42.33
12.45,40.56,1017.84,66.52
9.04,44.68,1023.14,90.73
16.01,43.69,1017.12,62.43
15.86,43.67,1011.11,82.24
15.5,44.34,1019.21,65.21
32.22,70.8,1009.9,62.03
18.93,48.6,1005.72,84.92
5.72,39.33,1009.96,95.4
17.34,44.06,1015.84,74.88
23.95,58.46,1017.5,68.46
20.79,50.59,1017.75,73.35
13.78,40.1,1014.49,81.86
28.15,72.99,1007.62,70.03
16.02,39.54,1007.73,72.81
13.55,40.1,1015.7,86.68
6.8,39.37,1020.24,73.29
10.87,38.38,1020.85,69.78
19.09,44.63,1019.91,39.32
22.73,43.79,1015.61,42.66
25.36,61.41,1011.89,55.64
6.79,39.37,1019.79,72.39
29.9,74.99,1002.28,59.76
25.21,59.21,1017.37,55.06
26.48,73.06,1008.07,90.73
9.29,39.96,1026.2,97.55
19.24,58.33,1013.65,85.47
8.57,41.17,1020.18,72.47
15.66,43.99,1021.18,88.62
7.49,39.81,1018.2,85.96
6.01,35.79,1011.05,91.33
21.75,65.12,1015.53,66.0
24.17,71.58,1010.16,89.96
22.21,60.77,1018.21,84.96
28.11,66.17,1010.51,65.16
8.8,41.26,1008.08,96.52
17.79,40.12,1012.74,79.03
14.13,48.92,1011.72,78.06
24.65,64.63,1020.52,53.45
33.8,64.96,1004.88,49.37
18.11,52.08,1002.51,100.09
13.18,43.8,1023.18,61.21
15.16,50.88,1013.88,100.11
23.68,68.3,1017.93,84.16
27.54,51.43,1012.3,54.82
6.15,40.07,1020.2,66.64
21.61,58.62,1017.61,76.07
30.62,64.69,1006.23,52.06
8.86,40.8,1028.18,91.0
22.52,64.27,1014.34,82.77
20.74,59.8,1015.46,76.39
27.51,63.73,1009.97,66.14
24.79,59.21,1017.9,53.83
27.82,52.84,1006.23,52.18
20.78,58.86,1016.02,77.29
16.73,39.64,1008.94,74.91
23.64,71.25,1004.92,93.87
7.17,41.92,1031.97,83.86
10.48,41.38,1021.97,65.22
10.52,42.18,1014.9,95.67
14.12,40.92,1022.46,73.28
12.63,48.04,1013.0,100.13
24.96,74.99,1008.25,80.52
6.67,39.37,1019.99,75.61
27.55,73.68,1013.62,81.13
5.98,38.91,1016.5,91.83
21.93,61.45,1008.92,98.54
4.0,39.9,1008.46,97.21
26.45,54.5,1014.96,65.55
30.04,67.25,1017.57,38.14
16.0,43.02,1012.37,39.2
18.41,62.1,1020.4,78.1
31.24,71.98,1004.66,57.17
14.13,41.23,994.6,93.02
19.94,61.87,1009.7,66.6
27.14,63.13,1013.38,75.68
21.11,59.39,1013.87,85.29
15.65,54.3,1018.0,69.66
15.86,43.02,1012.18,40.33
30.15,69.88,1007.2,73.67
3.63,38.44,1016.16,87.38
24.55,67.07,1005.66,63.58
24.6,67.69,1008.67,67.69
7.21,42.03,1017.81,90.12
27.59,71.97,1008.64,88.22
27.59,50.05,1005.71,57.03
19.6,60.95,1015.4,84.26
23.65,66.05,1019.6,78.21
25.0,69.71,1009.23,80.92
28.46,69.75,1009.46,79.75
29.24,64.33,1011.5,64.14
16.44,53.16,1014.82,75.29
20.01,59.87,1019.0,84.12
24.35,51.86,1014.34,67.22
28.61,68.12,1011.71,47.57
7.87,41.17,1020.33,77.77
7.0,39.81,1017.47,87.65
33.61,69.88,1007.4,42.51
25.89,48.41,1008.59,65.38
25.44,70.17,1000.65,91.89
24.85,58.05,1011.5,70.12
22.76,49.21,1014.35,48.85
30.95,71.58,1009.95,50.02
23.81,66.51,1016.96,70.16
10.17,40.1,1014.05,91.9
20.12,58.12,1015.47,79.38
29.72,68.24,1009.92,66.42
7.77,40.27,1010.25,83.65
10.89,44.2,1018.3,86.32
19.48,63.09,1019.28,78.04
22.66,69.84,1006.16,82.79
6.24,35.77,1019.24,70.7
14.01,45.08,1023.28,82.49
21.7,64.44,1014.95,73.33
7.11,40.77,1022.4,90.95
15.9,41.35,1005.35,92.89
23.45,66.25,1009.1,90.28
6.03,41.17,1019.81,84.2
27.27,72.58,1009.25,89.31
24.12,51.43,1006.55,83.77
31.93,70.4,1005.27,73.71
14.85,43.13,1016.02,55.29
25.06,52.36,1014.7,67.98
25.1,61.47,1007.84,75.75
10.91,37.92,1008.66,66.53
26.58,59.39,1014.49,65.87
31.92,75.33,1002.13,65.73
21.49,70.32,1009.07,92.25
5.04,40.64,1021.35,93.63
29.73,73.06,1010.27,84.84
28.85,71.32,1009.09,76.9
16.66,36.71,1013.68,70.66
23.43,51.43,1011.31,73.55
12.98,39.64,1013.95,74.39
14.24,45.01,1013.54,88.68
10.89,40.81,1025.82,81.18
12.24,49.83,1007.9,94.28
13.83,39.64,1012.52,69.97
8.27,37.7,1015.09,73.64
20.45,48.41,1010.81,86.7
6.43,36.08,1022.73,85.03
21.9,57.76,1017.45,66.89
26.34,69.45,1013.87,54.15
8.01,40.02,1031.33,85.01
20.65,57.5,1016.04,87.45
25.98,73.18,1012.28,85.78
14.81,43.7,1015.1,60.72
23.74,49.21,1012.78,42.5
8.03,37.8,1020.47,60.67
27.6,73.42,1011.91,83.66
32.38,69.05,1000.76,45.85
11.67,37.73,1021.2,68.88
18.67,58.46,1016.73,87.7
14.59,35.71,1015.19,54.13
14.43,44.47,1028.57,70.7
23.95,51.86,1014.24,68.28
22.67,64.15,1021.02,70.49
20.03,57.19,1007.31,81.69
15.92,37.64,1014.93,83.73
15.16,40.73,1017.7,86.37
9.39,40.11,1029.14,77.29
23.65,71.98,1006.09,93.39
10.76,40.43,1025.98,79.65
11.92,40.62,1016.66,55.25
10.07,44.68,1023.44,90.95
19.75,57.32,1010.76,79.29
24.58,49.02,1008.85,79.32
27.67,69.59,1009.13,82.15
30.16,69.34,1007.67,57.69
22.0,51.3,1012.87,85.79
26.56,49.02,1007.65,70.78
23.43,69.23,1013.09,63.48
30.92,80.18,1010.11,72.47
21.59,61.87,1011.18,57.21
24.56,51.86,1014.43,68.85
29.09,47.93,1003.05,48.13
25.91,75.6,1018.23,62.65
15.47,46.48,1007.69,91.07
11.26,40.43,1025.68,74.67
11.02,39.96,1025.64,93.58
14.26,44.2,1019.81,76.46
26.78,73.06,1007.99,90.47
8.35,40.77,1011.77,90.25
32.48,69.75,1009.05,40.47
17.57,44.06,1015.43,72.75
26.77,68.08,1010.83,63.48
12.08,40.24,1016.63,92.32
16.85,52.9,1019.47,81.28
8.25,41.26,1020.59,91.84
26.05,46.21,1011.31,55.25
23.86,45.87,1007.71,48.73
27.29,64.45,1013.46,45.35
29.26,67.17,1006.6,70.58
13.24,39.85,1012.64,59.99
24.85,68.37,1006.5,68.37
26.69,70.36,1006.82,68.29
24.8,59.87,1018.79,60.79
17.08,58.86,1016.04,87.46
24.65,52.36,1014.76,66.63
13.27,40.27,1006.1,40.04
12.67,48.14,1017.41,83.63
16.39,41.67,1012.96,61.07
15.0,40.66,1016.28,89.62
24.33,46.93,1013.83,44.59
27.41,59.21,1013.3,50.93
26.98,72.58,1008.55,78.5
27.71,69.13,1001.63,51.45
26.75,70.32,1007.61,54.09
15.71,44.06,1018.34,71.69
26.68,49.02,1008.4,68.01
33.38,71.06,1008.1,64.83
10.82,42.02,996.03,99.34
28.15,71.25,1000.51,81.04
26.35,69.48,1008.45,70.47
17.82,56.89,1014.24,77.73
20.27,56.65,1020.75,67.12
22.08,41.1,1002.19,46.69
11.71,40.05,1014.49,86.09
6.41,40.81,1026.57,93.51
19.01,58.46,1017.14,90.99
9.79,39.69,1002.36,93.86
28.85,59.27,1011.69,51.8
3.38,41.31,998.79,97.76
25.15,71.14,1011.68,70.33
13.7,43.22,1012.01,71.57
13.49,44.47,1030.18,69.15
11.97,41.04,1026.42,70.75
8.27,35.77,1015.3,73.36
18.26,60.95,1016.94,78.91
20.01,52.9,1018.05,58.88
23.24,68.31,1009.71,80.8
21.45,66.05,1014.81,73.73
14.5,40.66,1016.81,82.93
23.63,73.18,1012.29,88.81
6.02,41.38,1021.2,88.71
23.43,71.97,1009.42,94.27
16.29,44.34,1019.49,59.36
26.52,77.17,1008.71,92.32
25.15,68.51,1013.25,72.31
15.72,41.76,1023.07,66.95
9.55,38.08,1019.34,68.38
21.26,60.84,1018.43,78.83
10.35,37.14,1013.37,69.26
10.33,43.99,1020.7,96.68
26.23,63.56,1013.57,65.81
12.05,48.04,1009.14,100.13
16.52,42.24,1017.51,67.65
11.95,42.07,1018.52,84.73
12.77,40.71,1014.66,72.81
13.18,40.73,1017.62,94.4
6.48,40.27,1010.55,82.12
13.52,40.83,1009.94,87.53
11.75,35.76,1018.99,57.92
23.89,50.16,1004.88,73.94
14.46,45.87,1008.26,89.44
17.35,42.86,1014.62,74.16
18.14,49.78,1002.95,100.09
15.56,41.04,1025.8,64.81
26.59,59.92,1009.97,70.09
15.81,54.3,1017.8,68.45
8.53,40.02,1031.27,85.57
21.5,45.38,1013.88,64.28
